epoch,loss,lr,val_loss
0,0.011222860775887966,0.001,0.0012285416014492512
1,0.0012145916698500514,0.001,0.0012728269211947918
2,0.0012146873632445931,0.001,0.0012359411921352148
3,0.001214637653902173,0.001,0.0012306885328143835
4,0.0012147364905104041,0.001,0.0012503538746386766
5,0.0012043584138154984,1e-04,0.0012256791815161705
6,0.0012042743619531393,1e-04,0.0012277914211153984
7,0.0012043113820254803,1e-04,0.0012269640574231744
8,0.0012042135931551456,1e-04,0.0012263871030882
9,0.0012042325688526034,1e-04,0.0012265426339581609
10,0.0012041181325912476,1e-04,0.0012236672919243574
11,0.0012041960144415498,1e-04,0.0012221604119986296
12,0.0012042776215821505,1e-04,0.0012220325879752636
13,0.0012042659800499678,1e-04,0.0012228934792801738
14,0.0012042343150824308,1e-04,0.0012220228090882301
15,0.0012042359448969364,1e-04,0.0012254905886948109
16,0.0012042473535984755,1e-04,0.0012264982797205448
17,0.0012042609741911292,1e-04,0.0012240639189258218
18,0.0012043031165376306,1e-04,0.0012232662411406636
19,0.0012042316375300288,1e-04,0.0012235931353643537
20,0.0012031820369884372,1e-05,0.0012232374865561724
21,0.00120309938210994,1e-05,0.0012238981435075402
22,0.0012031497899442911,1e-05,0.0012234336463734508
23,0.0012031447840854526,1e-05,0.0012230983702465892
24,0.0012030827347189188,1e-05,0.001224646926857531
25,0.001203124294988811,1e-05,0.0012233004672452807
26,0.0012031120713800192,1e-05,0.0012224303791299462
27,0.0012031319784000516,1e-05,0.0012236653128638864
28,0.0012031247606500983,1e-05,0.0012237237533554435
29,0.0012031177757307887,1e-05,0.0012236407492309809
30,0.0012031341902911663,1e-05,0.0012239589123055339
31,0.001203114865347743,1e-05,0.0012228501727804542
32,0.001203126274049282,1e-05,0.001223184634000063
33,0.0012031174264848232,1e-05,0.0012230249121785164
34,0.0012031481601297855,1e-05,0.001222874503582716
35,0.0012031132355332375,1e-05,0.0012252421583980322
36,0.0012031226651743054,1e-05,0.0012237902265042067
37,0.0012031246442347765,1e-05,0.0012235805625095963
38,0.0012031396618112922,1e-05,0.001223342609591782
39,0.0012031266232952476,1e-05,0.0012234410969540477
40,0.0012031387304887176,1e-05,0.0012228445848450065
41,0.0012031105579808354,1e-05,0.0012227086117491126
42,0.0012031454825773835,1e-05,0.001222538179717958
43,0.0012031549122184515,1e-05,0.0012233747402206063
44,0.0012031166115775704,1e-05,0.0012237944174557924
45,0.0012031295336782932,1e-05,0.0012234118767082691
46,0.0012031224323436618,1e-05,0.0012229622807353735
47,0.0012031309306621552,1e-05,0.0012231030268594623
48,0.0012031199876219034,1e-05,0.0012229265412315726
49,0.0012031340738758445,1e-05,0.001222663908265531
50,0.0012031241785734892,1e-05,0.001223863917402923
51,0.0012031280202791095,1e-05,0.0012232046574354172
52,0.0012031241785734892,1e-05,0.0012229409767314792
53,0.001203135005198419,1e-05,0.0012230195570737123
54,0.0012031211517751217,1e-05,0.001222957274876535
55,0.001203128369525075,1e-05,0.001222980092279613
56,0.00120313570369035,1e-05,0.0012228613486513495
57,0.0012031361693516374,1e-05,0.0012231566943228245
58,0.0012031360529363155,1e-05,0.0012234968598932028
59,0.0012031288351863623,1e-05,0.001223316416144371
60,0.0012031247606500983,1e-05,0.001222874503582716
61,0.0012031199876219034,1e-05,0.001223439583554864
62,0.0012031339574605227,1e-05,0.00122436776291579
63,0.0012031298829242587,1e-05,0.001223534345626831
64,0.0012031355872750282,1e-05,0.001223095809109509
65,0.0012031430378556252,1e-05,0.0012228592531755567
66,0.001203120220452547,1e-05,0.0012230759020894766
67,0.001203135005198419,1e-05,0.0012234203750267625
68,0.0012031035730615258,1e-05,0.0012243477394804358
69,0.001203133026137948,1e-05,0.0012230948777869344
70,0.001203137100674212,1e-05,0.001224402105435729
71,0.0012031204532831907,1e-05,0.0012225081445649266
72,0.0012031353544443846,1e-05,0.001223657513037324
73,0.0012031439691781998,1e-05,0.001223142258822918
74,0.0012031329097226262,1e-05,0.001223319792188704
75,0.0012031297665089369,1e-05,0.0012225726386532187
76,0.0012031405931338668,1e-05,0.0012231398141011596
77,0.0012031152145937085,1e-05,0.0012230339925736189
78,0.001203123014420271,1e-05,0.0012249123537912965
79,0.0012031311634927988,1e-05,0.0012231451692059636
80,0.0012031173100695014,1e-05,0.001223736209794879
81,0.0012031181249767542,1e-05,0.0012236337643116713
82,0.0012031163787469268,1e-05,0.0012231802102178335
83,0.0012031267397105694,1e-05,0.001223682309500873
84,0.001203128369525075,1e-05,0.0012226469116285443
85,0.0012031362857669592,1e-05,0.0012235291069373488
86,0.001203133026137948,1e-05,0.0012239288771525025
87,0.001203145831823349,1e-05,0.0012234508758410811
88,0.0012031177757307887,1e-05,0.0012233515735715628
89,0.0012031298829242587,1e-05,0.00122290407307446
90,0.0012031137011945248,1e-05,0.001223530387505889
91,0.0012031360529363155,1e-05,0.0012231927830725908
92,0.0012031259248033166,1e-05,0.0012234594905748963
93,0.0012031212681904435,1e-05,0.0012225807877257466
94,0.0012031286023557186,1e-05,0.0012243809178471565
95,0.0012031267397105694,1e-05,0.0012230187421664596
96,0.001203123014420271,1e-05,0.001223198021762073
97,0.001203114283271134,1e-05,0.0012234448222443461
98,0.0012031293008476496,1e-05,0.0012238771887496114
99,0.0012031185906380415,1e-05,0.0012223583180457354
